,GDP (Dollars),date,Adjusted savings: natural resources depletion (% of GNI),Agricultural land (% of land area),CO2 emissions (metric tons per capita),"Energy imports, net (% of energy use)",Energy use (kg of oil equivalent per capita),"Fertility rate, total (births per woman)",Food production index (2004-2006 = 100),GDP growth (annual %),"Hospital beds (per 1,000 people)","Life expectancy at birth, total (years)","Mortality rate, under-5 (per 1,000 live births)","Patent applications, residents",Population ages 65 and above (% of total population),Population density (people per sq. km of land area),Prevalence of overweight (% of adults)
118,1093169389204.55,1990.0,0.8899050612259058,75.24077212416809,9.710881678050141,-1.0079999894329201,3597.05162065698,1.83,107.2,0.733755502200452,5.900000095399999,75.88048780487809,9.3,19310.0,15.7488000528438,236.628719050965,48.7
119,1142797178130.51,1991.0,0.443891170317469,74.99276650270741,9.87080903253514,-0.84983071333341,3707.95197072796,1.82,109.58,-1.1031216255778,5.599999904600001,76.08292682926829,8.7,19230.0,15.846873105334499,237.36162113007902,49.3
120,1179659529659.53,1992.0,0.419623247598974,74.6910263299301,9.66092999836993,-1.31829260521571,3684.7245352680898,1.79,110.59,0.40108206384721296,5.400000095399999,76.4341463414634,8.2,18848.0,15.8969590887532,238.0043896995,49.9
121,1061388722255.55,1993.0,0.48458600376525895,72.4755094448807,9.45469582828167,-4.24104823956673,3713.18581904964,1.76,107.3,2.48983097485453,5.0999999046,76.3853658536585,7.7,18727.0,15.910509729093402,238.57567891538898,50.5
122,1140489745944.29,1994.0,0.49344415488050797,71.9588310668375,9.448399895309391,-13.2583321771966,3732.52111417558,1.74,107.24,3.84600913053607,4.8000001907,76.8853658536585,7.4,18384.0,15.9038950249759,239.18383416690799,51.1
123,1341584345905.0,1995.0,0.5267763329047271,71.83482825610709,9.27484623579539,-19.034169617795502,3728.9631522622794,1.71,108.54,2.5316700366599902,4.8000001907,76.83658536585371,7.2,18630.0,15.8881464936415,239.817426528335,51.7
124,1415358814352.57,1996.0,0.705047272865445,72.31017236390691,9.48023105904642,-19.168927806693002,3879.8227859635103,1.73,107.45,2.49153317975488,4.5999999046,77.0878048780488,7.0,18184.0,15.906574089071801,240.428843053776,52.3
125,1559078258022.27,1997.0,0.503833536753272,72.68631422312241,9.042720852670051,-22.3272693597365,3760.7123650525396,1.72,106.97,3.8548299912072497,4.5999999046,77.2109756097561,6.9,17938.0,15.9104947950525,241.04887364113603,53.0
126,1650172242464.39,1998.0,0.135548940301798,72.4093746124912,9.09440391350297,-22.7557618281908,3787.1084517535205,1.71,106.78,3.64485339579952,4.4000000954,77.19024390243901,6.8,19530.0,15.9066896867874,241.752329186128,53.6
127,1682399288141.08,1999.0,0.398686234001601,71.1734799322118,9.0476360690091,-26.8062199147533,3784.0740878203706,1.68,106.61,3.42822332767811,4.1999998093,77.390243902439,6.7,21333.0,15.8995796944382,242.559690819659,54.2
128,1657816613708.58,2000.0,0.957101837819902,70.1194560410036,9.19954923303155,-22.2118131798278,3785.75312644999,1.64,103.9,3.43747162873862,4.08,77.7414634146342,6.5,22050.0,15.893148499178801,243.427908899268,54.8
129,1640246149417.01,2001.0,0.871793286042275,70.0739883437358,9.23317498728384,-17.2419075307098,3784.92817441666,1.63,94.62,2.97436365273566,4.04,77.9926829268293,6.4,21423.0,15.9292675118557,244.366854048692,55.4
130,1784473920863.31,2002.0,0.750865206695165,70.16905716529571,8.90412310805173,-18.0173819954726,3685.8694874265702,1.63,100.81,2.3243511221289,3.98,78.14390243902442,6.3,20624.0,15.9594192753722,245.40354234696,56.0
131,2053018775510.2,2003.0,0.70989215075657,70.08638862480879,9.05327783893049,-10.718130373813,3731.60971819526,1.7,99.11,3.28637759033414,3.95,78.4463414634146,6.2,20426.0,15.9865229566677,246.548906708552,56.6
132,2416931526913.22,2004.0,0.6812680535071011,70.47906419212171,8.98914012749737,-1.70657350781605,3694.4785953101705,1.75,99.67,2.37395142770163,3.86,78.7463414634146,6.1,19178.0,16.0112881396985,247.955627660894,57.2
133,2538680000000.0,2005.0,0.766891963723793,70.08638862480879,8.98293853602857,7.861983331544661,3686.35990480058,1.76,99.93,3.1797288931825296,3.72,79.0487804878049,6.0,17833.0,16.035621311680302,249.663977183483,57.8
134,2713749770009.2,2006.0,0.8668793939630641,73.73207126028191,8.89871022018899,14.705554557400301,3598.8104061970703,1.82,100.4,2.78832456587739,3.54,79.24878048780491,5.9,17484.0,16.1098282649272,251.50589013351,58.4
135,3100882352941.18,2007.0,0.813718705864126,72.9425866986318,8.61716368111307,16.5501828939897,3441.64021918037,1.86,98.14,2.43055320120308,3.39,79.44878048780491,5.8,17375.0,16.173237001637098,253.471925763651,58.9
136,2922667279411.76,2008.0,1.2050938883905802,73.09552349853259,8.440027734724849,19.823124943992,3361.98051693016,1.91,102.88,-0.281153555903288,3.33,79.6,5.6,16523.0,16.2508781666235,255.47470342661097,59.5
137,2410909799034.12,2009.0,0.8050263756538759,71.6116231967925,7.56932268101478,19.1199150615843,3145.58566208284,1.89,99.74,-4.24782176303837,3.26,80.05121951219509,5.4,15985.0,16.377077285929698,257.414417393461,60.1
138,2475244321361.11,2010.0,0.885450502078415,71.1941470673335,7.8493651496307,26.5704967868123,3230.61598357655,1.92,102.42,1.94952146428622,2.93,80.4024390243902,5.2,15490.0,16.569744427843197,259.440189310958,60.6
139,2659310054646.23,2011.0,1.00070255326058,70.9461414458728,7.07316508167005,30.841231990666103,2972.15306452967,1.91,106.48,1.5401474031595799,2.88,80.9512195121951,5.0,15343.0,16.8081294158021,261.475674781962,61.1
140,2704887678386.72,2012.0,0.8053441214166001,71.020543132311,7.35101493770468,39.180828861753604,3042.85987103811,1.92,99.7,1.4789239242734,2.81,80.9048780487805,4.8,15370.0,17.1061412302818,263.300190137643,61.7
141,2786022872706.81,2013.0,0.651031962436048,71.3024396261315,7.10981429361118,42.3239172864284,2987.7005887871,1.83,101.73,2.1394857181108997,2.76,81.0048780487805,4.7,14972.0,17.4298656017238,265.069536642831,62.2
142,3063803240208.01,2014.0,0.51032497532399,71.2272144835283,6.49734093050374,39.6746318060831,2777.31098667728,1.81,109.5,2.60747590068877,2.73,81.3048780487805,4.5,15196.0,17.728029390009898,267.028884388046,62.7
143,2928591002002.51,2015.0,0.308545124071143,70.83867234323979,6.22023961495676,34.629990267526395,2764.5166713380604,1.8,109.56,2.3555243059579904,2.61,80.95609756097559,4.5,14867.0,17.974210078428897,269.153139337825,63.2
